dtxsid,chem_num,cas,name,mw,log_kow,water_sol_mg_l,half_air_hr,half_sed_hr,vp_pa,kp,fabs,backGM,backGSD
DTXSID1032648,27643,22248-79-9,Z-Tetrachlorvinphos,365.97,3.64488,33.55513055,9.55,13000,5.42E-05,0.005115873,0.999693582,0,0
DTXSID1032690,18888,173584-44-6,Indoxacarb,527.84,4.10526,18.16154923,6.16,38900,3.17E-08,0.00115043,0.999604217,0,0
DTXSID1034210,19067,29091-21-2,Prodiamine,350.3,4.38751,0.036189493,10.7,38900,8.57E-06,0.009918373,0.999475628,0,0
DTXSID1034715,3971,108-62-3,Metaldehyde acetaldehyde tetramer,176.21,0.319162,2518.023279,8.83,3240,8.414042694,0.000213099,0.990077987,0,0
DTXSID1035783,86945,65733-16-6,S-Methoprene,310.48,5.86939,2.760387641,0.638,8100,0.002744508,0.014577431,0.991601218,0,0
DTXSID1040245,69878,56038-13-2,Sucralose,397.64,-0.674245,11217.18582,4.73,8100,8.34E-07,1.46E-05,0.912020649,0,0
DTXSID1040586,14266,150-86-7,Phytol,296.54,8.61704,0.012445932,0.5,8100,0.002378018,0.016007361,0.178696754,0,0
DTXSID1040792,72834,58-56-0,Pyridoxine hydrochloride,205.64,-0.670477,297575.4748,6.33,3240,0.001430189,4.61E-05,0.912712509,0,0
DTXSID1040794,77157,6152-33-6,Sodium 2-phenylphenate tetrahydrate,170.21,3.15202,495.7502418,9.39,3240,0.087808126,0.033556164,0.999717077,0,0
DTXSID1041184,20286,18172-67-3,(-)-beta-Pinene,136.24,4.28309,4.547364224,2.61,8100,337.1669914,0.071582875,0.999533243,0,0
DTXSID1041265,30674,2425-77-6,2-Hexyl-1-decanol,242.45,6.48024,0.024566246,10.5,1870,0.000991181,0.023744523,0.967311733,0,0
DTXSID1041473,29610,23601-39-0,"3,6,9,12,15,18-Hexaoxaeicosane",294.39,0.137615,5269.316049,3.12,8100,0.063088022,3.47E-05,0.985133416,0,0
DTXSID1041550,102368,7540-51-4,(S)-(-)-beta-Citronellol,156.27,3.78223,406.2832476,0.514,3240,7.096777484,0.051450663,0.999676616,0,0
DTXSID1041718,107073,846-70-8,C.I. Acid Yellow 1,358.19,2.93701,91710.9676,1650,8100,1.49E-08,0.001914365,0.999714034,0,0
DTXSID1041843,66913,54549-24-5,"D-Glucopyranoside, hexyl",264.32,0.175014,12794.83251,3.32,1870,1.44E-07,4.97E-05,0.986323013,0,0
DTXSID1041920,15324,1559-35-9,2-(2-Ethylhexyloxy)ethanol,174.29,2.4417,4201.626459,7.57,1870,70.14744218,0.014515844,0.999670472,0,0
DTXSID1042154,58861,493-52-7,Methyl red,269.31,2.83235,47.29945392,1.71,13000,1.18E-05,0.006217709,0.999709675,0,0
DTXSID1042237,2342,10361-16-7,Octyl dodecyl dimethyl ammonium chloride,327.64,3.20719,0.003238096,5.54,3240,0.001021542,0.00473559,0.999716656,0,0
DTXSID1044562,46587,3567-66-6,D&C Red No. 33,467.38,2.02691,260438.1574,30.3,13000,2.35E-06,5.14E-05,0.999554659,0,0
DTXSID1044770,2472,104-21-2,4-Methoxybenzyl acetate,180.21,2.08249,2158.140897,8.99,3240,0.383143218,0.007110454,0.999577478,0,0
DTXSID1044774,2968,105-95-3,"1,4-Dioxacycloheptadecane-5,17-dione",270.37,3.67101,174.1807355,15,3240,0.000309737,0.014515561,0.999690814,0,0
DTXSID1044803,12063,141-63-9,Dodecamethylpentasiloxane,384.85,7.82801,0.015680598,143,8100,15.67551333,0.009602568,0.572320022,0,0
DTXSID1045956,4424,11006-34-1,Chlorophyllide Cu complex sodium salt,595.68,4.80501,268.4604667,0.159,3240,3.10E-07,0.001380695,0.999039219,0,0
DTXSID1047653,7528,123-68-2,Allyl hexanoate,156.23,2.96941,551.2059991,5.9,1870,155.8085443,0.035655372,0.999714982,0,0
DTXSID1048205,97283,7128-64-5,"2,2'-(2,5-Thiophenediyl)bis[5-(1,1-dimethylethyl)benzoxazole]",430.57,5.97377,0.581958412,5.65,13000,7.08E-08,0.007607058,0.98941097,0,0
DTXSID1049437,76881,4/3/6132,Trisodium citrate dihydrate,192.13,-1.66079,547263.092,36.6,1870,1.29E-06,0.000040368,0.517320734,0,0
DTXSID1051723,13093,144538-83-0,Tetrasodium iminidisuccinate,249.18,-2.62016,72691.28796,2.57,503,9.91E-09,2.72E-05,0.105318464,0,0
DTXSID1051771,16961,16409-43-1,4-Methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran,154.25,4.00455,946.8127225,0.495,3240,128.0170921,0.05462738,0.999633053,0,0
DTXSID1052248,73521,58567-11-6,(Ethoxymethoxy)cyclododecane,242.41,5.93472,10.62473334,5.96,8100,0.007171625,0.02372798,0.990291389,0,0
DTXSID1052321,80913,637-39-8,Triethanolamine hydrochloride,185.65,-1.04888,1247115.014,5.76,1870,0.001229323,4.73E-05,0.814186783,0,0
DTXSID1052329,85635,6448-95-9,C.I. Pigment Red 22,426.43,4.0397,2.945919162,10.8,38900,7.09E-08,0.003971182,0.99962376,0,0
DTXSID1052379,88864,6784-13-0,3-(4-Methylcyclohex-3-en-1-yl)butanal,166.27,2.90896,159.9484146,0.487,3240,9.115425123,0.029230788,0.999713064,0,0
DTXSID1063772,64468,5314-55-6,"Silane, ethyltrimethoxy-",150.25,1.66585,58526.8825,69.7,3240,2356.87321,0.005271005,0.999307384,0,0
DTXSID1064403,86675,6535-46-2,C.I. Pigment Red 112,484.77,6.22358,31.63143641,9.73,38900,8.97E-08,0.006013424,0.981521095,0,0
DTXSID1066366,20716,18395-30-7,"Silane, trimethoxy(2-methylpropyl)-",178.31,1.75917,14238.10699,39.6,3240,1195.696522,0.003896115,0.999392168,0,0
DTXSID1067885,45836,35044-68-9,"2-Buten-1-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",192.3,4.00362,148.0752306,1.87,8100,5.896689323,0.034913622,0.999633288,0,0
DTXSID1071824,92971,68901-15-5,"Acetic acid, (cyclohexyloxy)-, 2-propenyl ester",198.26,1.87869,1294.873729,3.91,3240,1.247374947,0.003510307,0.999477197,0,0
DTXSID2020189,49663,3844-45-9,FD&C Blue No. 1,793.86,4.75651,54560.33069,0.171,38900,1.02E-07,5.48E-05,0.999113906,0,0
DTXSID2020216,8387,128-37-0,Butylated hydroxytoluene,220.36,5.05105,1.354449351,14,8100,0.561765889,0.028402768,0.998500718,0,0
DTXSID2020422,18489,1717-00-6,"1,1-Dichloro-1-fluoroethane",116.95,1.84093,1476.02595,43500,8100,59510.71526,0.01350819,0.999452827,0,0
DTXSID2020505,3914,108-01-0,Dimethylaminoethanol,89.14,-0.137059,976751.55,2.85,3240,311.2611178,0.000407465,0.972590871,0,0
DTXSID2020678,72914,58069-11-7,Quaternium-52,535.86,5.71414,0.597837568,1.43,3240,2.98E-07,0.004545443,0.994035563,0,0
DTXSID2020844,74896,80-62-6,Methyl methacrylate,100.12,1.10433,20817.85148,7.01,3240,4857.547951,0.003977641,0.998148402,0,0
DTXSID2020892,56201,443-48-1,Metronidazole,171.16,-0.184471,897.7701436,27.6,8100,0.011914515,0.000105279,0.969552945,0,0
DTXSID2020929,75892,98-92-0,Niacinamide,122.13,-0.360242,166989.5703,110,8100,0.015296078,0.000170603,0.955161029,0,0
DTXSID2020977,102028,75-52-5,Nitromethane,61.04,-0.453767,57389.99112,1970,3240,2265.840683,0.000430402,0.945033545,0,0
DTXSID2021151,78604,90-43-7,2-Phenylphenol,170.21,3.15202,495.7502418,9.39,3240,0.087808126,0.033556164,0.999717077,0,0
DTXSID2021159,107224,85-44-9,Phthalic anhydride,148.12,1.08082,3590.858348,343,3240,0.086293184,0.001599117,0.998059635,0,0
DTXSID2021234,56817,4548-53-2,FD&C Red 4,480.42,1.73064,245959.6666,48.9,13000,5.23E-08,2.72E-05,0.999368157,0,0
DTXSID2021236,36807,1/4/2871,HC Red 3,197.2,0.205482,509.01264,8.48,8100,5.53E-08,0.000127014,0.987221113,0,0
DTXSID2021238,3956,108-46-3,Resorcinol,110.11,0.698821,282569.7875,1.28,3240,0.032926497,0.00140175,0.995690303,0,0
DTXSID2021284,534,100-42-5,Styrene,104.15,2.91869,195.7863775,3.28,3240,490.0904392,0.080026961,0.999713416,0,0
DTXSID2021288,71609,100405-08-1,Sucrose,342.3,-3.52753,1083338.424,2.24,1870,7.28E-09,1.75E-05,0.014361344,0,0
DTXSID2021319,8215,127-18-4,Tetrachloroethylene,165.83,3.34682,386.5016393,1530,13000,699.1399467,0.039676,0.999713351,0,0
DTXSID2021602,71588,57-10-3,Hexadecanoic acid,256.43,7.21478,0.10676899,13.1,1870,4.70E-05,0.021280731,0.845833242,0,0
DTXSID2021731,87875,67-56-1,Methanol,32.04,-0.6059,836977.716,272,1870,11902.56968,0.000751022,0.923824622,0,0
DTXSID2021739,96927,71-23-8,1-Propanol,60.1,0.127194,784329.04,46.4,3240,2842.873319,0.001102334,0.984783827,0,0
DTXSID2021781,106873,84-74-2,Dibutyl phthalate,278.35,4.50152,10.18774918,27.7,1870,0.003238508,0.017196094,0.999394584,0,0
DTXSID2021868,3362,106-42-3,p-Xylene,106.17,3.12496,147.5922255,18,3240,1184.1868,0.088904575,0.999717105,0,0
DTXSID2021941,4626,111-90-0,2-(2-Ethoxyethoxy)ethanol,134.18,-0.193444,1004590.9,4.49,3240,18.73126251,0.000178383,0.968942033,0,0
DTXSID2021943,4927,112-12-9,2-Undecanone,170.3,4.12272,94.5599265,18.6,3240,8.790145156,0.045361625,0.999598483,0,0
DTXSID2021995,10276,134-62-3,DEET,191.28,2.27213,384.7998888,10.1,8100,0.252965903,0.008340415,0.9996363,0,0
DTXSID2021997,11801,140-31-8,1-(2-Aminoethyl)piperazine,129.21,-0.694529,1370556.312,1.2,8100,4.765555502,0.000107752,0.908210185,0,0
DTXSID2023193,79449,63-42-3,Lactose,342.3,-3.28403,219607.0149,1.66,1870,7.30E-09,1.75E-05,0.024890273,0,0
DTXSID2024082,111722,94158-14-2,"Hydroxyethyl-3,4-methylenedioxyaniline HCl",181.19,1.12773,689.0039654,1.18,8100,0.00006822,0.000984466,0.998232122,0,0
DTXSID2024115,83977,64-18-6,Formic acid,46.03,-0.577691,502656.806,570,1870,6820.000203,0.000519113,0.928257894,0,0
DTXSID2024666,4382,110-63-4,"1,4-Butanediol",90.12,-0.623246,920512.716,23,1870,2.078762705,0.000207447,0.92097462,0,0
DTXSID2024903,56090,4403-90-1,D&C Green 5,622.58,3.4065,10763.53659,1.51,38900,1.06E-07,6.08E-05,0.999710895,0,0
DTXSID2025050,4576,111-40-0,Diethylenetriamine,103.17,-0.827285,782751.8217,1.74,3240,8.232390938,0.000139967,0.879420277,0,0
DTXSID2025139,7252,122-19-0,"N,N-Dimethyl-N-benzyl-N-octadecylammonium chloride",424.16,3.89717,0.006658633,5.21,8100,5.26E-06,0.003439535,0.999657042,0,0
DTXSID2025347,113780,98-00-0,Furfuryl alcohol,98.1,0.204678,1019180.52,2.47,3240,62.10450236,0.000639812,0.987198194,0,0
DTXSID2025395,114327,999-97-3,Hexamethyldisilazane,161.4,4.15873,24.0069588,286,3240,2488.502406,0.050684251,0.999585886,0,0
DTXSID2025478,3931,108-21-4,Isopropyl acetate,102.13,1.5322,19052.14724,75.5,3240,6889.194523,0.009487273,0.999149325,0,0
DTXSID2025505,75248,60-33-3,Linoleic acid,280.45,6.99972,0.293443249,0.691,3240,9.30E-05,0.017853532,0.899943104,0,0
DTXSID2025688,4408,110-91-8,Morpholine,87.12,-0.645494,959417.712,1.86,3240,942.1200025,0.000213166,0.91717609,0,0
DTXSID2025846,4218,109-66-0,Pentane,72.15,3.14649,48.2645982,65.2,1870,39923.38969,0.185074425,0.999717092,0,0
DTXSID2025892,109046,90-30-2,N-Phenyl-1-naphthylamine,219.29,4.39558,38.29066548,0.741,8100,2.49E-06,0.027881184,0.999470568,0,0
DTXSID2026076,11863,1401-55-4,Tannic acid,636.48,2.27565,3739.867373,0.951,3240,2.64E-07,1.07E-05,0.999637161,0,0
DTXSID2026157,109411,91-08-7,"Toluene-2,6-diisocyanate",174.16,0.739106,262.4451872,36.3,8100,1.6353591,0.000495394,0.996048351,0,0
DTXSID2026363,89577,183748-56-3,Trisodium citrate,258.07,-1.66079,735086.588,110,1870,1.29E-06,2.63E-05,0.517320734,0,0
DTXSID2026446,103340,77-90-7,Acetyl tributyl citrate,402.49,2.49163,8.058614531,17.8,1870,0.000140995,0.000373027,0.999678094,0,0
DTXSID2026523,108145,87-90-1,Symclosene,232.41,0.527753,13391.53392,85.6,8100,1.894537826,0.000127429,0.993743656,0,0
DTXSID2026525,108489,88-18-6,2-tert-Butylphenol,150.22,3.33341,736.2838014,6.32,8100,7.637519766,0.048744745,0.999713813,0,0
DTXSID2026608,113382,97-65-4,Methylenebutanedioic acid,130.1,-0.257813,74710.4454,8.46,1870,0.000294225,0.000173321,0.964195546,0,0
DTXSID2026789,3942,108-32-7,Propylene carbonate,102.09,-0.349462,190760.2695,67.8,3240,6.688584323,0.000237556,0.956206512,0,0
DTXSID2027044,8213,127-09-3,Sodium acetate,82.03,-0.203861,1154801.934,6090,1870,1244.301866,0.000414933,0.968217792,0,0
DTXSID2027333,109654,919-30-2,3-Aminopropyltriethoxysilane,221.37,2.89828,7483.280028,4.86,8100,0.891824131,0.013407752,0.999712657,0,0
DTXSID2027412,15323,1559-34-8,"3,6,9,12-Tetraoxahexadecan-1-ol",250.34,0.13882,414152.4824,3.91,3240,0.298512831,5.63E-05,0.985173317,0,0
DTXSID2027462,27785,2235-54-3,Ammonium dodecyl sulfate,266.4,1.75103,39067.56,17.1,3240,0.002757214,0.000826621,0.999385478,0,0
DTXSID2027595,64646,5324-84-5,Sodium 1-octanesulfonate,216.27,2.12249,93297.79665,26.9,1870,0.294622484,0.004176582,0.999592159,0,0
DTXSID2027599,66332,5421-46-5,Ammonium thioglycolate,109.14,0.104959,493399.0206,7.38,3240,9.003221,0.000438752,0.984010158,0,0
DTXSID2027886,33603,25973-55-1,"2-(2H-Benzotriazol-2-yl)-4,6-bis(1,1-dimethylpropyl)phenol",351.5,5.36712,7.0971365,16.3,13000,6.87E-06,0.011265154,0.997170151,0,0
DTXSID2029240,35593,2/7/2768,Vinyltrimethoxysilane,148.24,1.43805,162961.7144,8.44,3240,2274.000013,0.0034041,0.999004871,0,0
DTXSID2029246,37770,2943-75-1,Triethoxyoctylsilane,276.5,4.87072,0.886544715,9.12,3240,49.33368394,0.017949208,0.998923768,0,0
DTXSID2029290,103745,7785-26-4,(-)-alpha-Pinene,136.24,4.53094,4.628808496,1.94,8100,369.7243191,0.072398077,0.999369968,0,0
DTXSID2029612,11306,138-86-3,Limonene,136.24,4.46107,6.953662352,0.334,3240,182.346366,0.072210725,0.999425811,0,0
DTXSID2029660,43853,3332-27-2,"1-Tetradecanamine, N,N-dimethyl-, N-oxide",257.46,1.74852,0.010407434,8.54,3240,0.807557714,0.000960546,0.999383389,0,0
DTXSID2031089,10492,13473-26-2,D&C Red 27,785.68,4.21083,0.000200837,131,38900,5.61E-09,2.25E-05,0.999565673,0,0
DTXSID2032348,48059,3691-35-8,Chlorophacinone,374.83,4.06849,22.49545993,28.5,13000,8.16E-08,0.006917857,0.99961555,0,0
DTXSID2034259,34597,2682-20-4,2-Methyl-3(2H)-isothiazolone,115.15,0.69808,42175.9905,9.02,3240,297.9288788,0.001279298,0.995683404,0,0
DTXSID2034546,64961,53404-32-3,"Dimethylamine 2-(2,4-dichlorophenoxy)propionate",235.07,2.82696,368.7942709,22.5,8100,0.000061149,0.010109067,0.999709394,0,0
DTXSID2034962,14929,153719-23-4,Thiamethoxam,291.71,-0.144418,92.98372934,1.03,8100,0.000205254,2.91E-05,0.97213961,0,0
DTXSID2035308,85878,64726-91-6,Japonilure,224.35,4.24227,23.79792625,1.35,3240,1.016156592,0.026207669,0.999552231,0,0
DTXSID2036112,112782,95-38-5,2-(8-Heptadecenyl)-2-imidazoline-1-ethanol,350.59,5.58792,41.38574714,0.9,3240,3.03E-05,0.011404224,0.995469897,0,0
DTXSID2036245,73274,584-08-7,"Carbonic acid, dipotassium salt",138.21,-0.521159,244769.91,100000,3240,1.409004347,0.000112119,0.936430809,0,0
DTXSID2036293,80554,6358-30-1,C.I. Pigment Violet 23,589.48,7.86044,2.833465306,0.964,38900,1.29E-08,0.004156284,0.553957722,0,0
DTXSID2036457,32829,25446-78-0,"Ethanol, 2-[2-[2-(tridecyloxy)ethoxy]ethoxy]-, hydrogen sulfate, sodium salt",434.57,4.82416,4843.021908,4.21,8100,0.000166225,0.006381601,0.999007356,0,0
DTXSID2039336,36486,28057-48-9,S-Bioallethrin,302.42,4.81007,4.116178136,0.237,8100,0.000328474,0.014877644,0.999030936,0,0
DTXSID2040151,50507,39236-46-9,Imidazolidinyl urea,388.3,-0.856323,15368.83634,3.13,8100,7.31E-09,0.000014982,0.872161695,0,0
DTXSID2040236,60502,501-30-4,Kojic acid,142.11,-0.599082,56678.44185,3.35,3240,1.72E-05,0.000098696,0.92491871,0,0
DTXSID2040579,25106,20554-84-1,Parthenolide,248.32,2.92063,97.5189888,0.483,8100,0.000848968,0.009506314,0.999713484,0,0
DTXSID2041127,53074,408-35-5,Sodium palmitate,278.41,7.21478,0.115920737,13.8,1870,4.70E-05,0.018112248,0.845833242,0,0
DTXSID2041200,111328,94-91-7,"N,N'-Disalicylidene-1,2-diaminopropane",282.34,3.10134,175.4017486,2.91,8100,1.44E-07,0.00756809,0.999717035,0,0
DTXSID2041208,73819,58846-77-8,Decyl beta-D-glucopyranoside,320.43,1.37634,298.153386,3.1,1870,2.16E-07,0.000152054,0.998891719,0,0
DTXSID2041256,4565,111-29-5,"1,5-Pentanediol",104.15,-0.290309,1014277.273,20.4,1870,0.866860847,0.000249566,0.961538917,0,0
DTXSID2041919,91687,68478-65-9,"Ethanol, 2,2'-iminobis-, N-[3-(branched decyloxy)propyl] derivs., N-oxides",319.49,3.50053,1877.294486,3.55,3240,2.69E-06,0.00754843,0.999705612,0,0
DTXSID2042066,47301,36311-34-9,Isohexadecanol,242.45,6.56599,0.024151754,10.8,3240,0.003701096,0.023746281,0.960509352,0,0
DTXSID2042353,7026,121-29-9,Pyrethrin II,372.47,4.44296,11.81672249,0.317,8100,5.28E-05,0.008587372,0.999438873,0,0
DTXSID2042436,52905,4065-45-6,Sulisobenzone,308.31,2.34966,154118.3111,3.44,8100,7.82E-08,0.001388277,0.999653679,0,0
DTXSID2044420,45309,34487-61-1,Phenol Red sodium salt,376.36,3.29325,701.1812616,3.84,8100,1.99E-07,0.002707849,0.999715009,0,0
DTXSID2044478,108826,89-80-5,dl-Menthone,154.25,3.21942,603.88875,9.75,3240,33.97121158,0.043522561,0.999716496,0,0
DTXSID2044555,17043,164462-16-2,"N-N-Bis(carboxymethyl)alanine, trisodium salt",205.17,-1.15121,53659.95663,2.72,1870,1.56E-06,0.000039164,0.775921856,0,0
DTXSID2044769,2103,103-95-7,2-Methyl-3-[4-(propan-2-yl)phenyl]propanal,190.29,4.01405,147.1192883,7.37,8100,25.70575669,0.035732569,0.999630617,0,0
DTXSID2044923,45362,34562-31-7,"3,5-Diethyl-1-phenyl-2-propyl-1,2-dihydropyridine",255.41,2.96389,556.2702095,0.113,8100,0.004656804,0.009121116,0.999714834,0,0
DTXSID2047432,35553,27638-00-2,Dilaurin Mixed Isomers,456.71,9.55149,0.026174553,6.41,3240,3.85E-05,0.006866061,0.024679236,0,0
DTXSID2047725,109035,90-17-5,"2,2,2-Trichloro-1-phenylethyl acetate",267.54,3.62624,489.932625,52.6,13000,1.725298385,0.014560136,0.999695437,0,0
DTXSID2047777,80924,637-58-1,Pramoxine hydrochloride,329.87,4.26088,261.1890868,2.01,8100,0.000670136,0.011106859,0.999543797,0,0
DTXSID2049262,36423,2835-99-6,4-Amino-m-cresol,123.16,1.28674,23696.35348,1.8,3240,0.103661358,0.003871984,0.99869602,0,0
DTXSID2049424,87735,6674-22-2,"1,8-Diazabicyclo[5.4.0]undec-7-ene",152.24,1.33637,31821.35704,7.21,3240,6.832879145,0.002557951,0.998809378,0,0
DTXSID2050035,9308,13197-76-7,Lauryl hydroxysultaine,352.56,3.77007,236.1933413,5.17,3240,5.12E-06,0.006782162,0.999678375,0,0
DTXSID2051471,97285,7128-91-8,Hexadecyl(dimethyl)amine oxide,285.52,1.39599,0.001856605,7.8,3240,0.00836366,0.000283195,0.998929507,0,0
DTXSID2051891,29782,23726-94-5,"(Z)-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one",192.3,4.05811,108.3837414,0.467,8100,5.393543955,0.035185684,0.999618575,0,0
DTXSID2052158,62820,51981-21-6,"Tetrasodium N,N-Bis(carboxymethyl)-L-glutamate",263.21,-1.40496,18270.61687,2.57,503,6.02E-09,2.59E-05,0.658847739,0,0
DTXSID2052235,72092,57378-68-4,"1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one",192.3,4.02145,103.0110717,0.826,8100,6.076887865,0.035005882,0.999628682,0,0
DTXSID2052312,79333,629-70-9,Hexadecyl acetate,284.49,7.65853,3.083814702,11.9,3240,0.002973036,0.017362579,0.664051917,0,0
DTXSID2052318,80481,63500-71-0,4-Methyl-2-(2-methylpropyl)tetrahydro-2H-pyran-4-ol,172.27,2.88039,112929.1867,5.52,8100,0.312910316,0.026088095,0.999711929,0,0
DTXSID2052366,88456,67674-46-8,"6,6-Dimethoxy-2,5,5-trimethylhex-2-ene",186.3,3.06165,397.871595,0.513,8100,79.24269562,0.025310846,0.999716716,0,0
DTXSID2052655,113870,980-26-7,C.I. Pigment Red 122,340.38,3.9228,30.40492003,1.28,13000,4.84E-08,0.008637353,0.999651868,0,0
DTXSID2059358,3919,108-08-7,"2,4-Dimethylpentane",100.21,3.51606,4.621655137,49.8,3240,11061.59871,0.117264025,0.999704559,0,0
DTXSID2075003,77164,6153-56-6,Oxalic acid dihydrate,90.04,-0.855093,171233.57,247,1870,0.044359692,0.000168222,0.872476593,0,0
DTXSID3015345,7267,122-44-1,3-Phenylpropyl phenylacetate,254.33,3.67833,2.079188443,20.1,8100,0.002292212,0.017077766,0.999690003,0,0
DTXSID3020043,113376,37305-69-4,Allantoin,158.12,-1.35689,5499.935396,13.1,3240,6.84E-08,0.000056282,0.68325945,0,0
DTXSID3020203,3413,106-99-0,"1,3-Butadiene",54.09,1.92122,973.630818,3.46,3240,146234.6635,0.051964468,0.999502211,0,0
DTXSID3020205,107239,85-68-7,Benzyl butyl phthalate,312.37,4.30787,2.93457246,23.2,3240,0.000596512,0.01286705,0.999520806,0,0
DTXSID3020209,65558,8068-49-3,Butylparaben,194.23,3.17615,173.2477216,16.6,1870,0.00030954,0.024941922,0.999716953,0,0
DTXSID3020332,67421,12262-73-6,Citric acid,192.13,-1.66079,547263.092,36.6,1870,1.29E-06,0.000040368,0.517320734,0,0
DTXSID3020596,533,100-41-4,Ethylbenzene,106.17,3.17849,173.9998896,36.1,3240,788.2366335,0.091597632,0.999716936,0,0
DTXSID3020673,29498,2353-45-9,FD&C Green No. 3,810.87,5.54046,276607.2179,0.17,38900,1.06E-07,0.000203356,0.995910975,0,0
DTXSID3020889,75443,622-97-9,4-Methylstyrene,118.18,3.65424,89.27778102,5.05,3240,265.4008821,0.087817062,0.999692613,0,0
DTXSID3021225,46588,3567-69-9,C.I. Acid Red 14,502.43,2.85405,3032.345925,52,13000,1.24E-07,0.000144798,0.999710748,0,0
DTXSID3021273,36331,28302-36-5,Sodium copper chlorophyllin,608.66,3.37731,567.9796002,0.728,3240,1.05E-07,7.19E-05,0.999712179,0,0
DTXSID3021277,4365,110-44-1,Sorbic acid,112.13,1.33613,7907.665499,2.58,1870,31.89058237,0.005244834,0.99880886,0,0
DTXSID3021356,63219,7695-91-2,dl-alpha-Tocopheryl acetate,472.76,9.1493,0.003350535,1.34,38900,3.87E-05,0.006416555,0.060045028,0,0
DTXSID3021431,3917,108-05-4,Vinyl acetate,86.09,0.809027,31482.59646,9.17,3240,9100.81299,0.002727974,0.996596638,0,0
DTXSID3021483,7294,122-78-1,Phenylacetaldehyde,120.15,1.77596,3091.471515,9.76,3240,63.15281631,0.01122932,0.999405576,0,0
DTXSID3021516,103888,78-93-3,Methyl ethyl ketone,72.11,0.440088,153323.1664,223,3240,11499.41611,0.001626354,0.992410709,0,0
DTXSID3021518,4341,110-17-8,Fumaric acid,116.07,-0.537809,99156.16353,29.3,1870,0.009473209,0.000151227,0.934118694,0,0
DTXSID3021641,4921,112-05-0,Nonanoic acid,158.24,2.88763,393.3434976,26.3,1870,0.255092395,0.032220168,0.999712231,0,0
DTXSID3021643,7685,124-13-0,Octanal,128.22,3.0673,448.2866106,8.11,3240,124.2939311,0.0587603,0.999716777,0,0
DTXSID3021720,75245,60-29-7,Diethyl ether,74.12,0.983662,39180.49908,19.6,3240,54836.69891,0.004933812,0.9976375,0,0
DTXSID3021807,112789,95-47-6,o-Xylene,106.17,3.09541,149.8642635,18.7,3240,756.9738663,0.087348173,0.999717003,0,0
DTXSID3021853,2085,103-76-4,1-Piperazineethanol,130.19,-0.72638,1072761.694,1.38,3240,0.26818732,0.000103581,0.901926145,0,0
DTXSID3021932,4578,111-42-2,Diethanolamine,105.14,-1.45295,983541.5926,2.77,1870,0.032498932,0.000100758,0.633604968,0,0
DTXSID3021982,7544,123-86-4,Butyl acetate,116.16,1.79862,6800.900832,52.4,1870,2192.233391,0.012614705,0.999422868,0,0
DTXSID3021986,8112,126-73-8,Tributyl phosphate,266.32,3.7624,433.688804,3.26,1870,0.307314775,0.015803521,0.999679457,0,0
DTXSID3022401,71626,57-88-5,Cholesterol,386.67,8.2926,0.077039358,1.29,13000,9.18E-06,0.009514839,0.314705249,0,0
DTXSID3022405,9002,131-57-7,2-Hydroxy-4-methoxybenzophenone,228.25,3.36401,47.821114,1.28,8100,4.31E-05,0.018870896,0.999712711,0,0
DTXSID3022455,8983,131-11-3,Dimethyl phthalate,194.19,1.80976,756.0049728,447,3240,0.398109989,0.003275885,0.999431042,0,0
DTXSID3022906,105612,81-13-0,Dexpanthenol,205.26,-1.28523,710357.6502,9.62,3240,2.11E-05,3.82E-05,0.717824736,0,0
DTXSID3023556,89584,68-26-8,Retinol,286.46,5.76223,1.549470734,0.306,8100,0.017561492,0.017071724,0.993371039,0,0
DTXSID3023897,55666,43121-43-3,Triadimefon,293.76,2.83781,115.5287578,15.2,13000,5.84E-06,0.004361163,0.999709954,0,0
DTXSID3024075,107193,85-00-7,Diquat dibromide,344.05,1.05443,12823.01874,11,8100,2.41E-06,5.94E-05,0.997954118,0,0
DTXSID3024366,7034,121-44-8,Triethylamine,101.19,1.52053,72690.64602,2.77,8100,4861.320974,0.009420248,0.999133073,0,0
DTXSID3024368,4965,112-50-5,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,178.23,0.0325405,1029736.301,5.66,3240,1.094656815,0.00012871,0.981207503,0,0
DTXSID3024497,74168,591-27-5,3-Aminophenol,109.13,0.345314,20847.54042,1.28,3240,0.014205501,0.000692604,0.990637902,0,0
DTXSID3024499,7502,123-30-8,4-Aminophenol,109.13,0.305542,19789.08855,3.46,3240,0.010328739,0.000640651,0.989773019,0,0
DTXSID3024869,105099,80-15-9,Cumene hydroperoxide,152.19,2.35943,9494.312274,29.7,8100,0.613842948,0.018301329,0.999655647,0,0
DTXSID3024944,46628,35691-65-7,"1,2-Dibromo-2,4-dicyanobutane",265.94,1.8879,19922.57597,434,8100,0.160429498,0.001110076,0.999482825,0,0
DTXSID3024994,37136,2893-78-9,Sodium dichloroisocyanurate,219.95,-0.0861178,26369.14565,85.6,3240,0.00459069,6.29E-05,0.975523662,0,0
